"id";"nome";"url_detalhes";"tipo_primario";"tipo_secundario";"url_imagem";"geracao";"especie";"altura";"peso";"hp";"ataque";"defesa";"ataque_especial";"defesa_especial";"velocidade";"stats_total"
"#0111";"Rhyhorn";"https://pokemondb.net/pokedex/rhyhorn";"Ground";"Rock";"https://img.pokemondb.net/sprites/home/normal/2x/rhyhorn.jpg";"Generation 1";"Spikes Pokémon";"1.0";"115.0";"80";"85";"95";"30";"30";"25";"345"
"#0112";"Rhydon";"https://pokemondb.net/pokedex/rhydon";"Ground";"Rock";"https://img.pokemondb.net/sprites/home/normal/2x/rhydon.jpg";"Generation 1";"Drill Pokémon";"1.9";"120.0";"105";"130";"120";"45";"45";"40";"485"
"#0113";"Chansey";"https://pokemondb.net/pokedex/chansey";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/chansey.jpg";"Generation 1";"Egg Pokémon";"1.1";"34.6";"250";"5";"5";"35";"105";"50";"450"
"#0114";"Tangela";"https://pokemondb.net/pokedex/tangela";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/tangela.jpg";"Generation 1";"Vine Pokémon";"1.0";"35.0";"65";"55";"115";"100";"40";"60";"435"
"#0115";"Kangaskhan";"https://pokemondb.net/pokedex/kangaskhan";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/kangaskhan.jpg";"Generation 1";"Parent Pokémon";"2.2";"100.0";"105";"125";"100";"60";"100";"100";"590"
"#0116";"Horsea";"https://pokemondb.net/pokedex/horsea";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/horsea.jpg";"Generation 1";"Dragon Pokémon";"0.4";"8.0";"30";"40";"70";"70";"25";"60";"295"
"#0117";"Seadra";"https://pokemondb.net/pokedex/seadra";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/seadra.jpg";"Generation 1";"Dragon Pokémon";"1.2";"25.0";"55";"65";"95";"95";"45";"85";"440"
"#0118";"Goldeen";"https://pokemondb.net/pokedex/goldeen";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/goldeen.jpg";"Generation 1";"Goldfish Pokémon";"0.6";"15.0";"45";"67";"60";"35";"50";"63";"320"
"#0119";"Seaking";"https://pokemondb.net/pokedex/seaking";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/seaking.jpg";"Generation 1";"Goldfish Pokémon";"1.3";"39.0";"80";"92";"65";"65";"80";"68";"450"
"#0120";"Staryu";"https://pokemondb.net/pokedex/staryu";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/staryu.jpg";"Generation 1";"Star Shape Pokémon";"0.8";"34.5";"30";"45";"55";"70";"55";"85";"340"
"#0121";"Starmie";"https://pokemondb.net/pokedex/starmie";"Water";"Psychic";"https://img.pokemondb.net/sprites/home/normal/2x/starmie.jpg";"Generation 1";"Mysterious Pokémon";"1.1";"80.0";"60";"75";"85";"100";"85";"115";"520"
"#0122";"Mr. Mime";"https://pokemondb.net/pokedex/mr-mime";"Psychic";"Fairy";"https://img.pokemondb.net/sprites/home/normal/2x/mr-mime.jpg";"Generation 1";"Dancing Pokémon";"1.4";"56.8";"50";"65";"65";"90";"90";"100";"460"
"#0123";"Scyther";"https://pokemondb.net/pokedex/scyther";"Bug";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/scyther.jpg";"Generation 1";"Mantis Pokémon";"1.5";"56.0";"70";"110";"80";"55";"80";"105";"500"
"#0124";"Jynx";"https://pokemondb.net/pokedex/jynx";"Ice";"Psychic";"https://img.pokemondb.net/sprites/home/normal/2x/jynx.jpg";"Generation 1";"Human Shape Pokémon";"1.4";"40.6";"65";"50";"35";"115";"95";"95";"455"
"#0125";"Electabuzz";"https://pokemondb.net/pokedex/electabuzz";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/electabuzz.jpg";"Generation 1";"Electric Pokémon";"1.1";"30.0";"65";"83";"57";"95";"85";"105";"490"
"#0126";"Magmar";"https://pokemondb.net/pokedex/magmar";"Fire";"";"https://img.pokemondb.net/sprites/home/normal/2x/magmar.jpg";"Generation 1";"Spitfire Pokémon";"1.3";"44.5";"65";"95";"57";"100";"85";"93";"495"
"#0127";"Pinsir";"https://pokemondb.net/pokedex/pinsir";"Bug";"";"https://img.pokemondb.net/sprites/home/normal/2x/pinsir.jpg";"Generation 1";"Stag Beetle Pokémon";"1.7";"59.0";"65";"155";"120";"65";"90";"105";"600"
"#0128";"Tauros";"https://pokemondb.net/pokedex/tauros";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/tauros.jpg";"Generation 1";"Wild Bull Pokémon";"1.4";"110.0";"75";"110";"105";"30";"70";"100";"490"
"#0129";"Magikarp";"https://pokemondb.net/pokedex/magikarp";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/magikarp.jpg";"Generation 1";"Fish Pokémon";"0.9";"10.0";"20";"10";"55";"15";"20";"80";"200"
"#0130";"Gyarados";"https://pokemondb.net/pokedex/gyarados";"Water";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/gyarados.jpg";"Generation 1";"Atrocious Pokémon";"6.5";"305.0";"95";"155";"109";"70";"130";"81";"640"
"#0131";"Lapras";"https://pokemondb.net/pokedex/lapras";"Water";"Ice";"https://img.pokemondb.net/sprites/home/normal/2x/lapras.jpg";"Generation 1";"Transport Pokémon";"2.5";"220.0";"130";"85";"80";"85";"95";"60";"535"
"#0132";"Ditto";"https://pokemondb.net/pokedex/ditto";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/ditto.jpg";"Generation 1";"Transform Pokémon";"0.3";"4.0";"48";"48";"48";"48";"48";"48";"288"
"#0133";"Eevee";"https://pokemondb.net/pokedex/eevee";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/eevee.jpg";"Generation 1";"Evolution Pokémon";"0.3";"6.5";"65";"75";"70";"65";"85";"75";"435"
"#0134";"Vaporeon";"https://pokemondb.net/pokedex/vaporeon";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/vaporeon.jpg";"Generation 1";"Bubble Jet Pokémon";"1.0";"29.0";"130";"65";"60";"110";"95";"65";"525"
"#0135";"Jolteon";"https://pokemondb.net/pokedex/jolteon";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/jolteon.jpg";"Generation 1";"Lightning Pokémon";"0.8";"24.5";"65";"65";"60";"110";"95";"130";"525"
"#0136";"Flareon";"https://pokemondb.net/pokedex/flareon";"Fire";"";"https://img.pokemondb.net/sprites/home/normal/2x/flareon.jpg";"Generation 1";"Flame Pokémon";"0.9";"25.0";"65";"130";"60";"95";"110";"65";"525"
"#0137";"Porygon";"https://pokemondb.net/pokedex/porygon";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/porygon.jpg";"Generation 1";"Virtual Pokémon";"0.8";"36.5";"65";"60";"70";"85";"75";"40";"395"
"#0138";"Omanyte";"https://pokemondb.net/pokedex/omanyte";"Rock";"Water";"https://img.pokemondb.net/sprites/home/normal/2x/omanyte.jpg";"Generation 1";"Spiral Pokémon";"0.4";"7.5";"35";"40";"100";"90";"55";"35";"355"
"#0139";"Omastar";"https://pokemondb.net/pokedex/omastar";"Rock";"Water";"https://img.pokemondb.net/sprites/home/normal/2x/omastar.jpg";"Generation 1";"Spiral Pokémon";"1.0";"35.0";"70";"60";"125";"115";"70";"55";"495"
"#0140";"Kabuto";"https://pokemondb.net/pokedex/kabuto";"Rock";"Water";"https://img.pokemondb.net/sprites/home/normal/2x/kabuto.jpg";"Generation 1";"Shellfish Pokémon";"0.5";"11.5";"30";"80";"90";"55";"45";"55";"355"
"#0141";"Kabutops";"https://pokemondb.net/pokedex/kabutops";"Rock";"Water";"https://img.pokemondb.net/sprites/home/normal/2x/kabutops.jpg";"Generation 1";"Shellfish Pokémon";"1.3";"40.5";"60";"115";"105";"65";"70";"80";"495"
"#0142";"Aerodactyl";"https://pokemondb.net/pokedex/aerodactyl";"Rock";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/aerodactyl.jpg";"Generation 1";"Fossil Pokémon";"2.1";"79.0";"80";"135";"85";"70";"95";"150";"615"
"#0143";"Snorlax";"https://pokemondb.net/pokedex/snorlax";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/snorlax.jpg";"Generation 1";"Sleeping Pokémon";"2.1";"460.0";"160";"110";"65";"65";"110";"30";"540"
"#0144";"Articuno";"https://pokemondb.net/pokedex/articuno";"Ice";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/articuno.jpg";"Generation 1";"Cruel Pokémon";"1.7";"50.9";"90";"85";"85";"125";"100";"95";"580"
"#0145";"Zapdos";"https://pokemondb.net/pokedex/zapdos";"Electric";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/zapdos.jpg";"Generation 1";"Strong Legs Pokémon";"1.6";"58.2";"90";"125";"90";"85";"90";"100";"580"
"#0146";"Moltres";"https://pokemondb.net/pokedex/moltres";"Fire";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/moltres.jpg";"Generation 1";"Malevolent Pokémon";"2.0";"66.0";"90";"85";"90";"100";"125";"90";"580"
"#0147";"Dratini";"https://pokemondb.net/pokedex/dratini";"Dragon";"";"https://img.pokemondb.net/sprites/home/normal/2x/dratini.jpg";"Generation 1";"Dragon Pokémon";"1.8";"3.3";"41";"64";"45";"50";"50";"50";"300"
"#0148";"Dragonair";"https://pokemondb.net/pokedex/dragonair";"Dragon";"";"https://img.pokemondb.net/sprites/home/normal/2x/dragonair.jpg";"Generation 1";"Dragon Pokémon";"4.0";"16.5";"61";"84";"65";"70";"70";"70";"420"
"#0149";"Dragonite";"https://pokemondb.net/pokedex/dragonite";"Dragon";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/dragonite.jpg";"Generation 1";"Dragon Pokémon";"2.2";"210.0";"91";"134";"95";"100";"100";"80";"600"
"#0150";"Mewtwo";"https://pokemondb.net/pokedex/mewtwo";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/mewtwo.jpg";"Generation 1";"Genetic Pokémon";"1.5";"33.0";"106";"150";"70";"194";"120";"140";"780"
"#0151";"Mew";"https://pokemondb.net/pokedex/mew";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/mew.jpg";"Generation 1";"New Species Pokémon";"0.4";"4.0";"100";"100";"100";"100";"100";"100";"600"
"#0152";"Chikorita";"https://pokemondb.net/pokedex/chikorita";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/chikorita.jpg";"Generation 2";"Leaf Pokémon";"0.9";"6.4";"45";"49";"65";"49";"65";"45";"318"
"#0153";"Bayleef";"https://pokemondb.net/pokedex/bayleef";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/bayleef.jpg";"Generation 2";"Leaf Pokémon";"1.2";"15.8";"60";"62";"80";"63";"80";"60";"405"
"#0154";"Meganium";"https://pokemondb.net/pokedex/meganium";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/meganium.jpg";"Generation 2";"Herb Pokémon";"1.8";"100.5";"80";"82";"100";"83";"100";"80";"525"
"#0155";"Cyndaquil";"https://pokemondb.net/pokedex/cyndaquil";"Fire";"";"https://img.pokemondb.net/sprites/home/normal/2x/cyndaquil.jpg";"Generation 2";"Fire Mouse Pokémon";"0.5";"7.9";"39";"52";"43";"60";"50";"65";"309"
"#0156";"Quilava";"https://pokemondb.net/pokedex/quilava";"Fire";"";"https://img.pokemondb.net/sprites/home/normal/2x/quilava.jpg";"Generation 2";"Volcano Pokémon";"0.9";"19.0";"58";"64";"58";"80";"65";"80";"405"
"#0157";"Typhlosion";"https://pokemondb.net/pokedex/typhlosion";"Fire";"";"https://img.pokemondb.net/sprites/home/normal/2x/typhlosion.jpg";"Generation 2";"Ghost Flame Pokémon";"1.6";"69.8";"73";"84";"78";"119";"85";"95";"534"
"#0158";"Totodile";"https://pokemondb.net/pokedex/totodile";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/totodile.jpg";"Generation 2";"Big Jaw Pokémon";"0.6";"9.5";"50";"65";"64";"44";"48";"43";"314"
"#0159";"Croconaw";"https://pokemondb.net/pokedex/croconaw";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/croconaw.jpg";"Generation 2";"Big Jaw Pokémon";"1.1";"25.0";"65";"80";"80";"59";"63";"58";"405"
"#0160";"Feraligatr";"https://pokemondb.net/pokedex/feraligatr";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/feraligatr.jpg";"Generation 2";"Big Jaw Pokémon";"2.3";"88.8";"85";"105";"100";"79";"83";"78";"530"
"#0161";"Sentret";"https://pokemondb.net/pokedex/sentret";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/sentret.jpg";"Generation 2";"Scout Pokémon";"0.8";"6.0";"35";"46";"34";"35";"45";"20";"215"
"#0162";"Furret";"https://pokemondb.net/pokedex/furret";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/furret.jpg";"Generation 2";"Long Body Pokémon";"1.8";"32.5";"85";"76";"64";"45";"55";"90";"415"
"#0163";"Hoothoot";"https://pokemondb.net/pokedex/hoothoot";"Normal";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/hoothoot.jpg";"Generation 2";"Owl Pokémon";"0.7";"21.2";"60";"30";"30";"36";"56";"50";"262"
"#0164";"Noctowl";"https://pokemondb.net/pokedex/noctowl";"Normal";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/noctowl.jpg";"Generation 2";"Owl Pokémon";"1.6";"40.8";"100";"50";"50";"86";"96";"70";"452"
"#0165";"Ledyba";"https://pokemondb.net/pokedex/ledyba";"Bug";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/ledyba.jpg";"Generation 2";"Five Star Pokémon";"1.0";"10.8";"40";"20";"30";"40";"80";"55";"265"
"#0166";"Ledian";"https://pokemondb.net/pokedex/ledian";"Bug";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/ledian.jpg";"Generation 2";"Five Star Pokémon";"1.4";"35.6";"55";"35";"50";"55";"110";"85";"390"
"#0167";"Spinarak";"https://pokemondb.net/pokedex/spinarak";"Bug";"Poison";"https://img.pokemondb.net/sprites/home/normal/2x/spinarak.jpg";"Generation 2";"String Spit Pokémon";"0.5";"8.5";"40";"60";"40";"40";"40";"30";"250"
"#0168";"Ariados";"https://pokemondb.net/pokedex/ariados";"Bug";"Poison";"https://img.pokemondb.net/sprites/home/normal/2x/ariados.jpg";"Generation 2";"Long Leg Pokémon";"1.1";"33.5";"70";"90";"70";"60";"70";"40";"400"
"#0169";"Crobat";"https://pokemondb.net/pokedex/crobat";"Poison";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/crobat.jpg";"Generation 2";"Bat Pokémon";"1.8";"75.0";"85";"90";"80";"70";"80";"130";"535"
"#0170";"Chinchou";"https://pokemondb.net/pokedex/chinchou";"Water";"Electric";"https://img.pokemondb.net/sprites/home/normal/2x/chinchou.jpg";"Generation 2";"Angler Pokémon";"0.5";"12.0";"75";"38";"38";"56";"56";"67";"330"
"#0171";"Lanturn";"https://pokemondb.net/pokedex/lanturn";"Water";"Electric";"https://img.pokemondb.net/sprites/home/normal/2x/lanturn.jpg";"Generation 2";"Light Pokémon";"1.2";"22.5";"125";"58";"58";"76";"76";"67";"460"
"#0172";"Pichu";"https://pokemondb.net/pokedex/pichu";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/pichu.jpg";"Generation 2";"Tiny Mouse Pokémon";"0.3";"2.0";"20";"40";"15";"35";"35";"60";"205"
"#0173";"Cleffa";"https://pokemondb.net/pokedex/cleffa";"Fairy";"";"https://img.pokemondb.net/sprites/home/normal/2x/cleffa.jpg";"Generation 2";"Star Shape Pokémon";"0.3";"3.0";"50";"25";"28";"45";"55";"15";"218"
"#0174";"Igglybuff";"https://pokemondb.net/pokedex/igglybuff";"Normal";"Fairy";"https://img.pokemondb.net/sprites/home/normal/2x/igglybuff.jpg";"Generation 2";"Balloon Pokémon";"0.3";"1.0";"90";"30";"15";"40";"20";"15";"210"
"#0175";"Togepi";"https://pokemondb.net/pokedex/togepi";"Fairy";"";"https://img.pokemondb.net/sprites/home/normal/2x/togepi.jpg";"Generation 2";"Spike Ball Pokémon";"0.3";"1.5";"35";"20";"65";"40";"65";"20";"245"
"#0176";"Togetic";"https://pokemondb.net/pokedex/togetic";"Fairy";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/togetic.jpg";"Generation 2";"Happiness Pokémon";"0.6";"3.2";"55";"40";"85";"80";"105";"40";"405"
"#0177";"Natu";"https://pokemondb.net/pokedex/natu";"Psychic";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/natu.jpg";"Generation 2";"Tiny Bird Pokémon";"0.2";"2.0";"40";"50";"45";"70";"45";"70";"320"
"#0178";"Xatu";"https://pokemondb.net/pokedex/xatu";"Psychic";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/xatu.jpg";"Generation 2";"Mystic Pokémon";"1.5";"15.0";"65";"75";"70";"95";"70";"95";"470"
"#0179";"Mareep";"https://pokemondb.net/pokedex/mareep";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/mareep.jpg";"Generation 2";"Wool Pokémon";"0.6";"7.8";"55";"40";"40";"65";"45";"35";"280"
"#0180";"Flaaffy";"https://pokemondb.net/pokedex/flaaffy";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/flaaffy.jpg";"Generation 2";"Wool Pokémon";"0.8";"13.3";"70";"55";"55";"80";"60";"45";"365"
"#0181";"Ampharos";"https://pokemondb.net/pokedex/ampharos";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/ampharos.jpg";"Generation 2";"Light Pokémon";"1.4";"61.5";"90";"95";"105";"165";"110";"45";"610"
"#0182";"Bellossom";"https://pokemondb.net/pokedex/bellossom";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/bellossom.jpg";"Generation 2";"Flower Pokémon";"0.4";"5.8";"75";"80";"95";"90";"100";"50";"490"
"#0183";"Marill";"https://pokemondb.net/pokedex/marill";"Water";"Fairy";"https://img.pokemondb.net/sprites/home/normal/2x/marill.jpg";"Generation 2";"Aqua Mouse Pokémon";"0.4";"8.5";"70";"20";"50";"20";"50";"40";"250"
"#0184";"Azumarill";"https://pokemondb.net/pokedex/azumarill";"Water";"Fairy";"https://img.pokemondb.net/sprites/home/normal/2x/azumarill.jpg";"Generation 2";"Aqua Rabbit Pokémon";"0.8";"28.5";"100";"50";"80";"60";"80";"50";"420"
"#0185";"Sudowoodo";"https://pokemondb.net/pokedex/sudowoodo";"Rock";"";"https://img.pokemondb.net/sprites/home/normal/2x/sudowoodo.jpg";"Generation 2";"Imitation Pokémon";"1.2";"38.0";"70";"100";"115";"30";"65";"30";"410"
"#0186";"Politoed";"https://pokemondb.net/pokedex/politoed";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/politoed.jpg";"Generation 2";"Frog Pokémon";"1.1";"33.9";"90";"75";"75";"90";"100";"70";"500"
"#0187";"Hoppip";"https://pokemondb.net/pokedex/hoppip";"Grass";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/hoppip.jpg";"Generation 2";"Cottonweed Pokémon";"0.4";"0.5";"35";"35";"40";"35";"55";"50";"250"
"#0188";"Skiploom";"https://pokemondb.net/pokedex/skiploom";"Grass";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/skiploom.jpg";"Generation 2";"Cottonweed Pokémon";"0.6";"1.0";"55";"45";"50";"45";"65";"80";"340"
"#0189";"Jumpluff";"https://pokemondb.net/pokedex/jumpluff";"Grass";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/jumpluff.jpg";"Generation 2";"Cottonweed Pokémon";"0.8";"3.0";"75";"55";"70";"55";"95";"110";"460"
"#0190";"Aipom";"https://pokemondb.net/pokedex/aipom";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/aipom.jpg";"Generation 2";"Long Tail Pokémon";"0.8";"11.5";"55";"70";"55";"40";"55";"85";"360"
"#0191";"Sunkern";"https://pokemondb.net/pokedex/sunkern";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/sunkern.jpg";"Generation 2";"Seed Pokémon";"0.3";"1.8";"30";"30";"30";"30";"30";"30";"180"
"#0192";"Sunflora";"https://pokemondb.net/pokedex/sunflora";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/sunflora.jpg";"Generation 2";"Sun Pokémon";"0.8";"8.5";"75";"75";"55";"105";"85";"30";"425"
"#0193";"Yanma";"https://pokemondb.net/pokedex/yanma";"Bug";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/yanma.jpg";"Generation 2";"Clear Wing Pokémon";"1.2";"38.0";"65";"65";"45";"75";"45";"95";"390"
"#0194";"Wooper";"https://pokemondb.net/pokedex/wooper";"Water";"Ground";"https://img.pokemondb.net/sprites/home/normal/2x/wooper.jpg";"Generation 2";"Poison Fish Pokémon";"0.4";"11.0";"55";"45";"45";"25";"25";"15";"210"
"#0195";"Quagsire";"https://pokemondb.net/pokedex/quagsire";"Water";"Ground";"https://img.pokemondb.net/sprites/home/normal/2x/quagsire.jpg";"Generation 2";"Water Fish Pokémon";"1.4";"75.0";"95";"85";"85";"65";"65";"35";"430"
"#0196";"Espeon";"https://pokemondb.net/pokedex/espeon";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/espeon.jpg";"Generation 2";"Sun Pokémon";"0.9";"26.5";"65";"65";"60";"130";"95";"110";"525"
"#0197";"Umbreon";"https://pokemondb.net/pokedex/umbreon";"Dark";"";"https://img.pokemondb.net/sprites/home/normal/2x/umbreon.jpg";"Generation 2";"Moonlight Pokémon";"1.0";"27.0";"95";"65";"110";"60";"130";"65";"525"
"#0198";"Murkrow";"https://pokemondb.net/pokedex/murkrow";"Dark";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/murkrow.jpg";"Generation 2";"Darkness Pokémon";"0.5";"2.1";"60";"85";"42";"85";"42";"91";"405"
"#0199";"Slowking";"https://pokemondb.net/pokedex/slowking";"Water";"Psychic";"https://img.pokemondb.net/sprites/home/normal/2x/slowking.jpg";"Generation 2";"Hexpert Pokémon";"1.8";"79.5";"95";"65";"80";"110";"110";"30";"490"
"#0200";"Misdreavus";"https://pokemondb.net/pokedex/misdreavus";"Ghost";"";"https://img.pokemondb.net/sprites/home/normal/2x/misdreavus.jpg";"Generation 2";"Screech Pokémon";"0.7";"1.0";"60";"60";"60";"85";"85";"85";"435"
"#0201";"Unown";"https://pokemondb.net/pokedex/unown";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/unown.jpg";"Generation 2";"Symbol Pokémon";"0.5";"5.0";"48";"72";"48";"72";"48";"48";"336"
"#0202";"Wobbuffet";"https://pokemondb.net/pokedex/wobbuffet";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/wobbuffet.jpg";"Generation 2";"Patient Pokémon";"1.3";"28.5";"190";"33";"58";"33";"58";"33";"405"
"#0203";"Girafarig";"https://pokemondb.net/pokedex/girafarig";"Normal";"Psychic";"https://img.pokemondb.net/sprites/home/normal/2x/girafarig.jpg";"Generation 2";"Long Neck Pokémon";"1.5";"41.5";"70";"80";"65";"90";"65";"85";"455"
"#0204";"Pineco";"https://pokemondb.net/pokedex/pineco";"Bug";"";"https://img.pokemondb.net/sprites/home/normal/2x/pineco.jpg";"Generation 2";"Bagworm Pokémon";"0.6";"7.2";"50";"65";"90";"35";"35";"15";"290"
"#0205";"Forretress";"https://pokemondb.net/pokedex/forretress";"Bug";"Steel";"https://img.pokemondb.net/sprites/home/normal/2x/forretress.jpg";"Generation 2";"Bagworm Pokémon";"1.2";"125.8";"75";"90";"140";"60";"60";"40";"465"
